latency,throughput,availability,reliability,response_time,efficiency_score,service_name,provider,logo_url
69.731,196.392,99.2106,97.7206,83.021,92.9463,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
139.008,190.052,99.5739,97.9242,139.696,91.3052,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
277.716,179.254,98.8592,97.044,295.151,79.1296,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
97.924,180.998,99.2304,98.1056,117.128,89.925,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
79.511,208.739,99.4227,98.7735,108.799,94.8903,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
112.843,199.662,99.6735,98.6686,124.967,92.7869,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
38.297,179.132,98.9002,97.2059,46.559,96.4726,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
123.019,188.477,99.2412,97.7833,142.314,92.2922,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
66.846,183.987,99.8316,99.1372,94.509,95.8286,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
39.947,220.861,99.153,97.8491,65.27,97.7141,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
41.601,206.332,99.6388,97.8741,71.099,96.5104,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
51.47,188.789,99.3774,97.5841,75.807,94.2843,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
31.038,192.797,99.1266,97.7405,43.012,93.4027,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
42.661,183.674,98.7502,97.5046,59.794,94.0086,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
101.337,216.598,99.7126,97.93,116.34,96.3349,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
57.824,196.405,98.8828,98.3729,86.71,91.7914,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
124.005,182.578,98.786,97.4734,140.297,91.4139,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
68.644,176.749,99.2077,97.3473,88.712,92.6593,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
100.852,167.739,99.3859,99.0118,122.352,92.2111,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
97.058,203.836,99.7608,98.9959,139.33,93.439,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
67.76,188.347,98.6462,97.6881,81.5,94.0763,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
50.215,228.139,98.7041,97.8942,67.986,94.1588,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
85.667,194.499,99.4782,99.2741,112.124,93.4556,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
47.173,190.024,99.0539,97.4635,64.225,95.5952,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
52.705,201.817,99.3186,98.168,97.449,92.4311,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
66.577,188.859,98.7973,97.8153,85.879,94.2652,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
128.829,194.785,98.8406,98.6468,144.417,92.2905,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
101.096,210.467,99.3333,98.6726,100.531,94.2375,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
87.653,191.502,98.1593,97.815,119.912,93.1497,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
64.213,207.722,99.1663,97.8927,79.01,92.6905,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
121.89,165.857,98.3608,97.2329,135.898,92.8381,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
40.359,184.396,98.9132,98.595,52.529,92.4455,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
132.757,178.738,99.2572,99.0169,154.411,90.4026,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
210.812,179.932,99.9222,99.3823,245.081,87.5726,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
65.957,207.972,99.1067,97.7819,75.241,95.8702,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
48.711,210.261,99.5022,97.9754,60.979,99.7817,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
115.836,174.132,99.3595,98.9129,131.941,85.7906,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
89.869,188.915,99.002,98.3453,108.436,90.1816,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
88.695,154.737,98.9361,98.0274,101.874,94.0458,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
56.082,195.764,98.7084,98.4424,96.151,94.3243,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
67.933,208.207,98.7903,97.1974,85.488,96.7588,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
46.456,158.188,98.4938,97.779,78.961,91.1788,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
32.533,168.003,99.7848,98.8393,43.167,94.5192,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
40.499,225.541,98.9291,98.0518,50.031,96.7118,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
33.395,192.173,99.1069,97.874,55.87,94.6966,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
54.923,168.528,99.7942,98.2958,84.418,94.5636,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
115.431,202.865,98.9054,97.545,137.711,89.5206,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
43.841,216.178,99.6515,98.2311,50.34,93.2393,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
61.774,192.947,98.505,96.8337,80.616,91.1253,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
66.502,168.269,98.6405,97.4508,77.05,89.3277,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
55.249,213.572,99.6889,98.5892,67.361,98.6881,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
78.541,213.2,99.4635,98.4833,96.349,95.5992,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
45.086,188.348,99.7442,98.3314,66.56,95.8576,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
59.694,189.344,99.2971,98.4071,86.051,94.266,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
48.214,189.646,98.5661,98.2841,58.95,95.8661,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
121.27,179.799,98.8661,97.8521,132.265,88.1512,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
142.517,157.396,98.5481,97.1774,170.569,86.2052,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
46.111,187.689,99.2456,98.857,38.25,93.8209,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
90.645,200.403,98.9466,96.9371,110.708,92.8041,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
179.633,161.299,99.999,98.3241,185.873,90.0612,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
63.461,187.392,98.7232,97.1674,79.706,93.7762,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
131.792,190.309,99.5243,99.326,159.6,87.4232,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
55.099,227.874,99.999,99.2999,73.308,96.879,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
63.348,192.274,99.2032,97.8822,81.066,93.1079,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
65.492,179.818,99.2808,97.5662,85.456,89.4984,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
94.037,208.447,99.6701,98.8476,113.922,94.2617,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
111.039,176.575,98.6997,97.8539,131.391,91.1247,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
73.697,206.066,99.2792,98.7116,97.794,93.0228,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
52.234,200.552,99.5287,98.2407,70.513,95.4548,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
60.113,186.327,99.9507,99.0049,77.803,92.4724,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
105.798,207.457,99.5872,98.0332,128.504,94.127,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
30.254,188.343,99.7268,99.0087,43.717,94.0744,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
32.423,217.388,99.3947,97.9593,47.77,98.7817,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
64.424,197.657,99.8184,98.2944,72.442,92.0282,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
85.859,182.176,99.3471,98.4706,106.846,94.3944,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
84.786,205.42,99.8352,99.99,104.96,93.2756,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
116.322,169.275,98.9513,98.4264,140.812,89.227,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
54.421,174.363,99.4027,99.2387,87.446,96.4467,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
46.901,172.373,98.8834,97.5578,61.959,92.2369,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
96.936,175.648,99.5468,99.211,114.344,92.3904,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
129.606,178.587,99.3953,98.454,150.775,90.9462,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
58.441,217.815,99.1116,97.6356,79.271,95.4452,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
36.748,196.79,98.9315,97.3925,55.72,95.0312,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
43.031,232.122,99.1094,98.4309,59.514,95.9874,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
58.07,214.776,99.2684,98.9459,81.904,95.1725,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
87.001,196.318,98.7377,97.9505,114.061,90.1168,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
79.675,190.946,98.7971,98.7425,98.833,94.0437,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
44.708,178.264,98.8034,98.1527,57.908,95.8999,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
43.014,218.47,99.603,97.6026,74.094,97.4925,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
56.113,169.885,99.4488,98.1852,70.62,92.9912,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
103.401,192.237,98.4902,97.8215,115.486,90.2263,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
141.744,165.556,99.3487,98.5254,157.133,90.8735,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
36.631,196.093,99.7084,99.6338,51.15,98.3216,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
82.939,168.413,98.6935,97.1689,109.613,90.9512,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
133.108,177.155,99.7105,99.4953,152.88,91.8832,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
95.744,182.988,99.4088,98.6667,102.451,93.2144,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
47.368,197.687,99.7015,98.7365,55.186,94.9976,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
39.927,197.503,98.7075,96.5986,51.314,97.2199,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
47.117,228.82,99.1095,97.9356,51.857,95.4549,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
143.542,200.452,99.2018,97.8456,155.164,88.8946,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
59.968,204.508,99.5329,97.4948,78.585,95.2441,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
42.381,207.859,99.5474,99.3656,68.781,93.2951,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
91.546,176.407,99.4267,98.0909,120.351,91.6881,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
64.782,227.531,98.9513,98.3519,87.663,93.6821,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
67.462,181.614,99.6224,97.8366,69.05,94.6276,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
157.287,192.121,99.0528,97.3297,180.151,88.1422,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
90.985,202.04,99.1076,98.3664,106.644,91.5109,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
70.238,202.404,99.686,99.6229,105.578,93.0555,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
117.675,198.424,99.5315,97.8357,130.519,91.1962,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
24.153,186.773,98.5585,97.4056,48.466,96.6062,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
60.313,171.126,99.6361,99.0548,92.237,93.6532,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
71.137,195.324,99.5454,98.482,89.753,95.914,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
79.8,202.29,99.2233,97.5751,96.427,91.9267,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
66.085,192.128,99.5918,99.5411,86.289,92.7361,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
110.111,194.132,98.5231,98.0997,131.567,92.0924,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
102.072,181.336,99.036,97.1468,136.032,92.9221,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
67.144,209.469,99.3316,99.4677,80.251,96.9883,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
34.108,202.322,99.4029,98.0165,58.082,94.8092,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
